A,Year,Month,Day,'TEMPERATURE_x, AIR AVERAGE (deg f),'TEMPERATURE_y, AIR MINIMUM (deg f),'TEMPERATURE, AIR MAXIMUM (deg f),rain
1702,2012,5,3,0,57,0,52,0,63,0.19
1703,2012,5,4,0,59,0,51,0,69,0.19
1704,2012,5,5,0,60,0,52,0,71,0.19
1705,2012,5,6,0,58,0,51,0,69,0.19
1706,2012,5,7,0,60,0,51,0,75,0.19
1707,2012,5,8,0,64,0,52,0,81,0.19
1708,2012,5,9,0,64,0,55,0,76,0.19
1709,2012,5,10,0,61,0,55,0,72,0.19
1710,2012,5,11,0,61,0,52,0,72,0.19
1711,2012,5,12,0,63,0,55,0,73,0.19
1712,2012,5,13,0,63,0,54,0,76,0.19
1713,2012,5,14,0,63,0,53,0,78,0.19
1714,2012,5,15,0,62,0,49,0,76,0.19
1715,2012,5,16,0,66,0,53,0,80,0.19
1716,2012,5,17,0,62,0,55,0,75,0.19
1717,2012,5,18,0,61,0,55,0,71,0.19
1718,2012,5,19,0,63,0,55,0,76,0.19
1719,2012,5,20,0,64,0,55,0,82,0.19
1720,2012,5,21,0,64,0,54,0,82,0.19
1721,2012,5,22,0,64,0,55,0,77,0.19
1722,2012,5,23,0,62,0,56,0,72,0.19
1723,2012,5,24,0,60,0,57,0,63,0.19
1724,2012,5,25,0,56,0,51,0,62,0.19
1725,2012,5,26,0,57,0,49,0,66,0.19
1726,2012,5,27,0,61,0,47,0,76,0.19
1727,2012,5,28,0,64,0,52,0,79,0.19
1728,2012,5,29,0,64,0,51,0,78,0.19
1729,2012,5,30,0,63,0,55,0,74,0.19
1730,2012,5,31,0,65,0,55,0,79,0.19
1731,2012,7,1,0,66,0,58,0,77,0.4
1732,2012,7,2,0,65,0,58,0,75,0.4
1733,2012,7,3,0,64,0,58,0,74,0.4
1734,2012,7,4,0,62,0,58,0,73,0.4
1735,2012,7,5,0,63,0,59,0,71,0.4
1736,2012,7,6,0,67,0,58,0,78,0.4
1737,2012,7,7,0,67,0,56,0,80,0.4
1738,2012,7,8,0,70,0,53,0,86,0.4
1739,2012,7,9,0,71,0,59,0,88,0.4
1740,2012,7,10,0,72,0,60,0,92,0.4
1741,2012,7,11,0,70,0,59,0,90,0.4
1742,2012,7,12,0,70,0,60,0,86,0.4
1743,2012,7,13,0,72,0,64,0,89,0.4
1744,2012,7,14,0,67,0,59,0,82,0.4
1745,2012,7,15,0,65,0,58,0,77,0.4
1746,2012,7,16,0,64,0,58,0,74,0.4
1747,2012,7,17,0,65,0,58,0,75,0.4
1748,2012,7,18,0,74,0,55,0,89,0.4
1749,2012,7,19,0,75,0,65,0,86,0.4
1750,2012,7,20,0,75,0,62,0,87,0.4
1751,2012,7,21,0,70,0,58,0,84,0.4
1752,2012,7,22,0,69,0,62,0,81,0.4
1753,2012,7,23,0,68,0,60,0,79,0.4
1754,2012,7,24,0,67,0,59,0,78,0.4
1755,2012,7,25,0,66,0,58,0,78,0.4
1756,2012,7,26,0,67,0,57,0,80,0.4
1757,2012,7,27,0,66,0,56,0,78,0.4
1758,2012,7,28,0,68,0,55,0,82,0.4
1759,2012,7,29,0,66,0,52,0,79,0.4
1760,2012,7,30,0,67,0,58,0,77,0.4
1761,2012,7,31,0,69,0,61,0,80,0.4
1762,2012,8,1,0,70,0,61,0,83,0.02
1763,2012,8,2,0,68,0,59,0,81,0.02
1764,2012,8,3,0,67,0,61,0,78,0.02
1765,2012,8,4,0,67,0,60,0,77,0.02
1766,2012,8,5,0,71,0,60,0,87,0.02
1767,2012,8,6,0,73,0,59,0,88,0.02
1768,2012,8,7,0,76,0,64,0,92,0.02
1769,2012,8,8,0,77,0,65,0,93,0.02
1770,2012,8,9,0,78,0,67,0,92,0.02
1771,2012,8,10,0,78,0,68,0,97,0.02
1772,2012,8,11,0,78,0,68,0,92,0.02
1773,2012,8,12,0,80,0,69,0,99,0.02
1774,2012,8,13,0,79,0,68,0,92,0.02
1775,2012,8,14,0,78,0,65,0,93,0.02
1776,2012,8,15,0,75,0,63,0,86,0.02
1777,2012,8,16,0,81,0,69,0,96,0.02
1778,2012,8,17,0,81,0,70,0,98,0.02
1779,2012,8,18,0,79,0,69,0,91,0.02
1780,2012,8,19,0,77,0,68,0,89,0.02
1781,2012,8,20,0,75,0,66,0,88,0.02
1782,2012,8,21,0,71,0,64,0,81,0.02
1783,2012,8,22,0,71,0,65,0,81,0.02
1784,2012,8,23,0,71,0,65,0,81,0.02
1785,2012,8,24,0,69,0,65,0,78,0.02
1786,2012,8,25,0,68,0,63,0,78,0.02
1787,2012,8,26,0,71,0,58,0,84,0.02
1788,2012,8,27,0,77,0,62,0,95,0.02
1789,2012,8,28,0,81,0,68,0,94,0.02
1790,2012,8,29,0,76,0,67,0,88,0.02
1791,2012,8,30,0,77,0,66,0,91,0.02
1792,2012,8,31,0,77,0,65,0,90,0.02
1793,2012,10,1,0,87,0,73,0,103,0.33
1794,2012,10,2,0,82,0,70,0,95,0.33
1795,2012,10,3,0,73,0,60,0,86,0.33
1796,2012,10,4,0,66,0,58,0,78,0.33
1797,2012,10,5,0,65,0,58,0,76,0.33
1798,2012,10,6,0,67,0,59,0,82,0.33
1799,2012,10,7,0,68,0,59,0,78,0.33
1800,2012,10,8,0,66,0,60,0,76,0.33
1801,2012,10,9,0,66,0,59,0,75,0.33
1802,2012,10,10,0,64,0,57,0,73,0.33
1803,2012,10,11,0,58,0,53,0,68,0.33
1804,2012,10,12,0,60,0,52,0,70,0.33
1805,2012,10,13,0,65,0,54,0,79,0.33
1806,2012,10,14,0,76,0,63,0,90,0.33
1807,2012,10,15,0,78,0,68,0,90,0.33
1808,2012,10,16,0,78,0,68,0,93,0.33
1809,2012,10,17,0,84,0,70,0,97,0.33
1810,2012,10,18,0,70,0,62,0,82,0.33
1811,2012,10,19,0,67,0,62,0,80,0.33
1812,2012,10,20,0,62,0,60,0,65,0.33
1813,2012,10,21,0,63,0,60,0,71,0.33
1814,2012,10,22,0,62,0,57,0,67,0.33
1815,2012,10,23,0,59,0,53,0,68,0.33
1816,2012,10,24,0,60,0,52,0,71,0.33
1817,2012,10,25,0,65,0,53,0,78,0.33
1818,2012,10,26,0,76,0,69,0,85,0.33
1819,2012,10,27,0,76,0,66,0,89,0.33
1820,2012,10,28,0,72,0,62,0,85,0.33
1821,2012,10,29,0,70,0,61,0,84,0.33
1822,2012,10,30,0,66,0,54,0,80,0.33
1823,2012,10,31,0,58,0,48,0,74,0.33
1824,2012,11,1,0,59,0,53,0,70,0.44
1825,2012,11,2,0,60,0,54,0,71,0.44
1826,2012,11,3,0,66,0,53,0,82,0.44
1827,2012,11,4,0,77,0,64,0,90,0.44
1828,2012,11,5,0,79,0,67,0,93,0.44
1829,2012,11,6,0,69,0,53,0,81,0.44
1830,2012,11,7,0,59,0,49,0,75,0.44
1831,2012,11,8,0,59,0,54,0,64,0.44
1832,2012,11,9,0,54,0,48,0,61,0.44
1833,2012,11,10,0,51,0,44,0,60,0.44
1834,2012,11,11,0,55,0,42,0,65,0.44
1835,2012,11,12,0,62,0,53,0,74,0.44
1836,2012,11,13,0,68,0,55,0,83,0.44
1837,2012,11,14,0,65,0,57,0,78,0.44
1838,2012,11,15,0,61,0,56,0,67,0.44
1839,2012,11,16,0,62,0,56,0,73,0.44
1840,2012,11,17,0,61,0,56,0,68,0.44
1841,2012,11,18,0,60,0,53,0,69,0.44
1842,2012,11,19,0,59,0,51,0,71,0.44
1843,2012,11,20,0,60,0,52,0,73,0.44
1844,2012,11,21,0,57,0,50,0,68,0.44
1845,2012,11,22,0,59,0,50,0,72,0.44
1846,2012,11,23,0,64,0,53,0,81,0.44
1847,2012,11,24,0,70,0,56,0,87,0.44
1848,2012,11,25,0,57,0,51,0,66,0.44
1849,2012,11,26,0,55,0,49,0,68,0.44
1850,2012,11,27,0,57,0,49,0,70,0.44
1851,2012,11,28,0,58,0,51,0,67,0.44
1852,2012,11,29,0,59,0,55,0,64,0.44
1853,2012,11,30,0,61,0,58,0,63,0.44
1854,2012,12,1,0,61,0,57,0,67,2.38
1855,2012,12,2,0,59,0,57,0,67,2.38
1856,2012,12,3,0,59,0,56,0,65,2.38
1857,2012,12,4,0,59,0,50,0,68,2.38
1858,2012,12,5,0,56,0,48,0,67,2.38
1859,2012,12,6,0,58,0,52,0,67,2.38
1860,2012,12,7,0,56,0,49,0,65,2.38
1861,2012,12,8,0,55,0,49,0,67,2.38
1862,2012,12,9,0,56,0,47,0,68,2.38
1863,2012,12,10,0,61,0,54,0,75,2.38
1864,2012,12,11,0,58,0,49,0,72,2.38
1865,2012,12,12,0,55,0,48,0,62,2.38
1866,2012,12,13,0,52,0,46,0,56,2.38
1867,2012,12,14,0,49,0,44,0,56,2.38
1868,2012,12,15,0,50,0,45,0,58,2.38
1869,2012,12,16,0,52,0,48,0,56,2.38
1870,2012,12,17,0,56,0,52,0,63,2.38
1871,2012,12,18,0,51,0,44,0,56,2.38
1872,2012,12,19,0,48,0,36,0,60,2.38
1873,2012,12,20,0,55,0,47,0,66,2.38
1874,2012,12,21,0,52,0,46,0,64,2.38
1875,2012,12,22,0,51,0,44,0,61,2.38
1876,2012,12,23,0,53,0,48,0,62,2.38
1877,2012,12,24,0,54,0,50,0,62,2.38
1878,2012,12,25,0,53,0,47,0,60,2.38
1879,2012,12,26,0,51,0,45,0,58,2.38
1880,2012,12,27,0,49,0,42,0,59,2.38
1881,2012,12,28,0,52,0,43,0,62,2.38
1882,2012,12,29,0,47,0,43,0,53,2.38
1883,2012,12,30,0,45,0,40,0,56,2.38
1884,2012,12,31,0,47,0,39,0,58,2.38
1885,2013,1,1,0,51,0,43,0,59,1.07
1886,2013,1,2,0,55,0,48,0,65,1.07
1887,2013,1,3,0,56,0,48,0,70,1.07
1888,2013,1,4,0,54,0,47,0,66,1.07
1889,2013,1,5,0,52,0,45,0,64,1.07
1890,2013,1,6,0,48,0,44,0,55,1.07
1891,2013,1,7,0,53,0,42,0,67,1.07
1892,2013,1,8,0,57,0,49,0,69,1.07
1893,2013,1,9,0,57,0,48,0,69,1.07
1894,2013,1,10,0,49,0,41,0,55,1.07
1895,2013,1,11,0,42,0,34,0,55,1.07
1896,2013,1,12,0,44,0,36,0,55,1.07
1897,2013,1,13,0,45,0,39,0,55,1.07
1898,2013,1,14,0,47,0,41,0,56,1.07
1899,2013,1,15,0,47,0,39,0,59,1.07
1900,2013,1,16,0,58,0,44,0,68,1.07
1901,2013,1,17,0,68,0,61,0,77,1.07
1902,2013,1,18,0,68,0,59,0,80,1.07
1903,2013,1,19,0,68,0,60,0,79,1.07
1904,2013,1,20,0,68,0,59,0,80,1.07
1905,2013,1,21,0,70,0,62,0,79,1.07
1906,2013,1,22,0,68,0,59,0,82,1.07
1907,2013,1,23,0,68,0,56,0,79,1.07
1908,2013,1,24,0,59,0,53,0,67,1.07
1909,2013,1,25,0,59,0,57,0,63,1.07
1910,2013,1,26,0,57,0,54,0,64,1.07
1911,2013,1,27,0,51,0,47,0,57,1.07
1912,2013,1,28,0,48,0,40,0,59,1.07
1913,2013,1,29,0,49,0,40,0,59,1.07
1914,2013,1,30,0,56,0,45,0,69,1.07
1915,2013,1,31,0,63,0,52,0,80,1.07
1916,2013,2,1,0,64,0,55,0,75,0.8
1917,2013,2,2,0,65,0,57,0,74,0.8
1918,2013,2,3,0,62,0,54,0,71,0.8
1919,2013,2,4,0,56,0,47,0,67,0.8
1920,2013,2,5,0,49,0,44,0,54,0.8
1921,2013,2,6,0,53,0,47,0,62,0.8
1922,2013,2,7,0,52,0,44,0,61,0.8
1923,2013,2,8,0,45,0,40,0,49,0.8
1924,2013,2,9,0,45,0,36,0,56,0.8
1925,2013,2,10,0,45,0,39,0,53,0.8
1926,2013,2,11,0,49,0,39,0,61,0.8
1927,2013,2,12,0,50,0,40,0,63,0.8
1928,2013,2,13,0,53,0,43,0,65,0.8
1929,2013,2,14,0,60,0,47,0,75,0.8
1930,2013,2,15,0,69,0,59,0,81,0.8
1931,2013,2,16,0,70,0,54,0,82,0.8
1932,2013,2,17,0,54,0,46,0,66,0.8
1933,2013,2,18,0,52,0,46,0,63,0.8
1934,2013,2,19,0,47,0,43,0,51,0.8
1935,2013,2,20,0,47,0,41,0,56,0.8
1936,2013,2,21,0,48,0,43,0,60,0.8
1937,2013,2,22,0,51,0,41,0,62,0.8
1938,2013,2,23,0,52,0,44,0,63,0.8
1939,2013,2,24,0,56,0,45,0,66,0.8
1940,2013,2,25,0,55,0,45,0,68,0.8
1941,2013,2,26,0,57,0,43,0,68,0.8
1942,2013,2,27,0,63,0,54,0,73,0.8
1943,2013,2,28,0,66,0,54,0,79,0.8
1944,2013,3,1,0,72,0,60,0,85,0.91
1945,2013,3,2,0,71,0,57,0,86,0.91
1946,2013,3,3,0,59,0,49,0,74,0.91
1947,2013,3,4,0,56,0,48,0,67,0.91
1948,2013,3,5,0,52,0,49,0,64,0.91
1949,2013,3,6,0,53,0,48,0,63,0.91
1950,2013,3,7,0,51,0,47,0,56,0.91
1951,2013,3,8,0,49,0,44,0,55,0.91
1952,2013,3,9,0,51,0,45,0,61,0.91
1953,2013,3,10,0,58,0,45,0,72,0.91
1954,2013,3,11,0,61,0,50,0,74,0.91
1955,2013,3,12,0,66,0,52,0,80,0.91
1956,2013,3,13,0,67,0,49,0,87,0.91
1957,2013,3,14,0,66,0,50,0,86,0.91
1958,2013,3,15,0,57,0,46,0,78,0.91
1959,2013,3,16,0,53,0,45,0,67,0.91
1960,2013,3,17,0,56,0,49,0,67,0.91
1961,2013,3,18,0,56,0,51,0,64,0.91
1962,2013,3,19,0,57,0,50,0,69,0.91
1963,2013,3,20,0,59,0,49,0,71,0.91
1964,2013,3,21,0,58,0,49,0,70,0.91
1965,2013,3,22,0,57,0,50,0,67,0.91
1966,2013,3,23,0,56,0,48,0,71,0.91
1967,2013,3,24,0,59,0,49,0,75,0.91
1968,2013,3,25,0,59,0,48,0,77,0.91
1969,2013,3,26,0,56,0,47,0,69,0.91
1970,2013,3,27,0,57,0,50,0,68,0.91
1971,2013,3,28,0,60,0,48,0,73,0.91
1972,2013,3,29,0,58,0,51,0,71,0.91
1973,2013,3,30,0,59,0,50,0,72,0.91
1974,2013,3,31,0,58,0,48,0,70,0.91
1975,2013,4,1,0,58,0,51,0,68,0.05
1976,2013,4,2,0,58,0,50,0,69,0.05
1977,2013,4,3,0,59,0,50,0,77,0.05
1978,2013,4,4,0,61,0,52,0,76,0.05
1979,2013,4,5,0,58,0,52,0,67,0.05
1980,2013,4,6,0,59,0,52,0,70,0.05
1981,2013,4,7,0,58,0,48,0,70,0.05
1982,2013,4,8,0,55,0,49,0,63,0.05
1983,2013,4,9,0,59,0,46,0,72,0.05
1984,2013,4,10,0,65,0,50,0,77,0.05
1985,2013,4,11,0,61,0,52,0,75,0.05
1986,2013,4,12,0,59,0,53,0,70,0.05
1987,2013,4,13,0,55,0,52,0,60,0.05
1988,2013,4,14,0,55,0,51,0,63,0.05
1989,2013,4,15,0,55,0,51,0,60,0.05
1990,2013,4,16,0,53,0,45,0,62,0.05
1991,2013,4,17,0,59,0,46,0,71,0.05
1992,2013,4,18,0,66,0,55,0,78,0.05
1993,2013,4,19,0,70,0,55,0,84,0.05
1994,2013,4,20,0,67,0,54,0,83,0.05
1995,2013,4,21,0,63,0,53,0,79,0.05
1996,2013,4,22,0,59,0,50,0,72,0.05
1997,2013,4,23,0,59,0,52,0,73,0.05
1998,2013,4,24,0,56,0,54,0,59,0.05
1999,2013,4,25,0,60,0,53,0,70,0.05
2000,2013,4,26,0,64,0,52,0,78,0.05
2001,2013,4,27,0,62,0,50,0,75,0.05
2002,2013,4,28,0,60,0,53,0,76,0.05
2003,2013,4,29,0,60,0,53,0,73,0.05
2004,2013,4,30,0,59,0,54,0,68,0.05
2005,2013,5,1,0,63,0,56,0,74,0.34
2006,2013,5,2,0,74,0,54,0,95,0.34
2007,2013,5,3,0,78,0,63,0,92,0.34
2008,2013,5,4,0,61,0,51,0,71,0.34
2009,2013,5,5,0,59,0,56,0,64,0.34
2010,2013,5,6,0,58,0,54,0,63,0.34
2011,2013,5,7,0,59,0,54,0,70,0.34
2012,2013,5,8,0,60,0,54,0,69,0.34
2013,2013,5,9,0,60,0,51,0,70,0.34
2014,2013,5,10,0,65,0,55,0,77,0.34
2015,2013,5,11,0,67,0,55,0,88,0.34
2016,2013,5,12,0,77,0,56,0,96,0.34
2017,2013,5,13,0,85,0,72,0,99,0.34
2018,2013,5,14,0,67,0,57,0,82,0.34
2019,2013,5,15,0,63,0,55,0,72,0.34
2020,2013,5,16,0,63,0,57,0,71,0.34
2021,2013,5,17,0,63,0,58,0,70,0.34
2022,2013,5,18,0,63,0,56,0,72,0.34
2023,2013,5,19,0,63,0,52,0,73,0.34
2024,2013,5,20,0,65,0,54,0,80,0.34
2025,2013,5,21,0,65,0,56,0,80,0.34
2026,2013,5,22,0,63,0,57,0,72,0.34
2027,2013,5,23,0,62,0,55,0,70,0.34
2028,2013,5,24,0,61,0,51,0,70,0.34
2029,2013,5,25,0,60,0,48,0,72,0.34
2030,2013,5,26,0,61,0,54,0,71,0.34
2031,2013,5,27,0,62,0,52,0,74,0.34
2032,2013,5,28,0,64,0,56,0,74,0.34
2033,2013,5,29,0,65,0,55,0,77,0.34
2034,2013,5,30,0,65,0,55,0,78,0.34
2035,2013,5,31,0,65,0,59,0,78,0.34
2036,2013,6,1,0,66,0,59,0,80,0.02
2037,2013,6,2,0,63,0,59,0,72,0.02
2038,2013,6,3,0,64,0,58,0,74,0.02
2039,2013,6,4,0,64,0,58,0,74,0.02
2040,2013,6,5,0,65,0,57,0,79,0.02
2041,2013,6,6,0,64,0,56,0,75,0.02
2042,2013,6,7,0,63,0,58,0,74,0.02
2043,2013,6,8,0,63,0,57,0,73,0.02
2044,2013,6,9,0,63,0,58,0,74,0.02
2045,2013,6,10,0,65,0,56,0,77,0.02
2046,2013,6,11,0,68,0,55,0,85,0.02
2047,2013,6,12,0,64,0,59,0,75,0.02
2048,2013,6,13,0,66,0,59,0,78,0.02
2049,2013,6,14,0,63,0,56,0,74,0.02
2050,2013,6,15,0,63,0,55,0,73,0.02
2051,2013,6,16,0,65,0,55,0,76,0.02
2052,2013,6,17,0,65,0,55,0,78,0.02
2053,2013,6,18,0,63,0,53,0,76,0.02
2054,2013,6,19,0,67,0,58,0,77,0.02
2055,2013,6,20,0,67,0,53,0,79,0.02
2056,2013,6,21,0,67,0,57,0,78,0.02
2057,2013,6,22,0,65,0,55,0,78,0.02
2058,2013,6,23,0,63,0,59,0,74,0.02
2059,2013,6,24,0,64,0,58,0,74,0.02
2060,2013,6,25,0,69,0,58,0,81,0.02
2061,2013,6,26,0,71,0,59,0,84,0.02
2062,2013,6,27,0,73,0,60,0,90,0.02
2063,2013,6,28,0,75,0,60,0,91,0.02
2064,2013,6,29,0,78,0,64,0,93,0.02
2065,2013,6,30,0,76,0,66,0,88,0.02
2066,2013,7,1,0,74,0,64,0,94,0.02
2067,2013,7,2,0,70,0,61,0,80,0.02
2068,2013,7,3,0,70,0,60,0,87,0.02
2069,2013,7,4,0,69,0,61,0,84,0.02
2070,2013,7,5,0,68,0,62,0,80,0.02
2071,2013,7,6,0,69,0,63,0,80,0.02
2072,2013,7,7,0,71,0,61,0,84,0.02
2073,2013,7,8,0,75,0,57,0,95,0.02
2074,2013,7,9,0,73,0,64,0,83,0.02
2075,2013,7,10,0,71,0,65,0,82,0.02
2076,2013,7,11,0,68,0,64,0,77,0.02
2077,2013,7,12,0,71,0,63,0,82,0.02
2078,2013,7,13,0,70,0,62,0,82,0.02
2079,2013,7,14,0,71,0,62,0,85,0.02
2080,2013,7,15,0,73,0,61,0,89,0.02
2081,2013,7,16,0,70,0,58,0,84,0.02
2082,2013,7,17,0,74,0,58,0,93,0.02
2083,2013,7,18,0,70,0,59,0,82,0.02
2084,2013,7,19,0,67,0,59,0,80,0.02
2085,2013,7,20,0,66,0,62,0,74,0.02
2086,2013,7,21,0,66,0,62,0,74,0.02
2087,2013,7,22,0,70,0,62,0,81,0.02
2088,2013,7,23,0,70,0,62,0,80,0.02
2089,2013,7,24,0,71,0,61,0,84,0.02
2090,2013,7,25,0,69,0,61,0,80,0.02
2091,2013,7,26,0,69,0,62,0,87,0.02
2092,2013,7,27,0,67,0,60,0,80,0.02
2093,2013,7,28,0,65,0,59,0,76,0.02
2094,2013,7,29,0,67,0,59,0,77,0.02
2095,2013,7,30,0,66,0,58,0,77,0.02
2096,2013,7,31,0,64,0,57,0,75,0.02
2097,2013,8,1,0,67,0,60,0,77,0.01
2098,2013,8,2,0,66,0,59,0,77,0.01
2099,2013,8,3,0,65,0,58,0,77,0.01
2100,2013,8,4,0,67,0,56,0,78,0.01
2101,2013,8,5,0,65,0,54,0,81,0.01
2102,2013,8,6,0,66,0,58,0,77,0.01
2103,2013,8,7,0,66,0,58,0,78,0.01
2104,2013,8,8,0,66,0,56,0,81,0.01
2105,2013,8,9,0,63,0,54,0,75,0.01
2106,2013,8,10,0,64,0,56,0,76,0.01
2107,2013,8,11,0,65,0,55,0,78,0.01
2108,2013,8,12,0,66,0,58,0,78,0.01
2109,2013,8,13,0,65,0,57,0,81,0.01
2110,2013,8,14,0,66,0,57,0,81,0.01
2111,2013,8,15,0,68,0,57,0,84,0.01
2112,2013,8,16,0,71,0,61,0,85,0.01
2113,2013,8,17,0,71,0,61,0,88,0.01
2114,2013,8,18,0,67,0,57,0,80,0.01
2115,2013,8,19,0,68,0,61,0,80,0.01
2116,2013,8,20,0,72,0,60,0,88,0.01
2117,2013,8,21,0,75,0,61,0,93,0.01
2118,2013,8,22,0,77,0,62,0,95,0.01
2119,2013,8,23,0,74,0,61,0,91,0.01
2120,2013,8,24,0,68,0,57,0,87,0.01
2121,2013,8,25,0,72,0,58,0,89,0.01
2122,2013,8,26,0,80,0,69,0,93,0.01
2123,2013,8,27,0,76,0,65,0,90,0.01
2124,2013,8,28,0,80,0,68,0,95,0.01
2125,2013,8,29,0,83,0,70,0,95,0.01
2126,2013,8,30,0,85,0,78,0,92,0.01
2127,2013,8,31,0,80,0,72,0,90,0.01
2128,2013,10,1,0,66,0,59,0,79,0.71
2129,2013,10,2,0,64,0,59,0,74,0.71
2130,2013,10,3,0,64,0,59,0,71,0.71
2131,2013,10,4,0,72,0,57,0,88,0.71
2132,2013,10,5,0,79,0,70,0,91,0.71
2133,2013,10,6,0,79,0,69,0,92,0.71
2134,2013,10,7,0,70,0,59,0,83,0.71
2135,2013,10,8,0,61,0,54,0,71,0.71
2136,2013,10,9,0,55,0,50,0,61,0.71
2137,2013,10,10,0,57,0,47,0,68,0.71
2138,2013,10,11,0,62,0,52,0,77,0.71
2139,2013,10,12,0,62,0,55,0,73,0.71
2140,2013,10,13,0,60,0,53,0,68,0.71
2141,2013,10,14,0,67,0,52,0,83,0.71
2142,2013,10,15,0,73,0,65,0,84,0.71
2143,2013,10,16,0,74,0,63,0,85,0.71
2144,2013,10,17,0,69,0,60,0,81,0.71
2145,2013,10,18,0,70,0,59,0,84,0.71
2146,2013,10,19,0,72,0,61,0,85,0.71
2147,2013,10,20,0,63,0,53,0,77,0.71
2148,2013,10,21,0,59,0,47,0,76,0.71
2149,2013,10,22,0,60,0,50,0,77,0.71
2150,2013,10,23,0,60,0,55,0,70,0.71
2151,2013,10,24,0,61,0,57,0,70,0.71
2152,2013,10,25,0,62,0,55,0,77,0.71
2153,2013,10,26,0,65,0,55,0,81,0.71
2154,2013,10,27,0,60,0,52,0,73,0.71
2155,2013,10,28,0,57,0,53,0,61,0.71
2156,2013,10,29,0,56,0,49,0,65,0.71
2161,2013,11,3,0,60,0,53,0,68,0.99
2162,2013,11,4,0,57,0,51,0,63,0.99
2163,2013,11,5,0,63,0,51,0,76,0.99
2164,2013,11,6,0,70,0,61,0,80,0.99
2165,2013,11,7,0,74,0,64,0,86,0.99
2166,2013,11,8,0,66,0,54,0,78,0.99
2167,2013,11,9,0,63,0,50,0,77,0.99
2168,2013,11,10,0,66,0,58,0,83,0.99
2169,2013,11,11,0,65,0,57,0,79,0.99
2170,2013,11,12,0,71,0,61,0,81,0.99
2171,2013,11,13,0,79,0,68,0,92,0.99
2172,2013,11,14,0,75,0,55,0,88,0.99
2173,2013,11,15,0,58,0,53,0,63,0.99
2174,2013,11,16,0,57,0,54,0,63,0.99
2175,2013,11,17,0,58,0,52,0,67,0.99
2176,2013,11,18,0,58,0,50,0,67,0.99
2177,2013,11,19,0,57,0,53,0,63,0.99
2178,2013,11,20,0,58,0,53,0,64,0.99
2179,2013,11,21,0,56,0,52,0,58,0.99
2180,2013,11,22,0,53,0,51,0,58,0.99
2181,2013,11,23,0,56,0,50,0,65,0.99
2182,2013,11,24,0,56,0,49,0,65,0.99
2183,2013,11,25,0,59,0,50,0,70,0.99
2184,2013,11,26,0,66,0,54,0,76,0.99
2185,2013,11,27,0,64,0,57,0,72,0.99
2186,2013,11,28,0,60,0,54,0,68,0.99
2187,2013,11,29,0,57,0,54,0,65,0.99
2188,2013,11,30,0,62,0,54,0,74,0.99
2189,2013,12,1,0,68,0,60,0,81,0.44
2190,2013,12,2,0,64,0,55,0,74,0.44
2191,2013,12,3,0,56,0,51,0,63,0.44
2192,2013,12,4,0,51,0,45,0,61,0.44
2193,2013,12,5,0,50,0,44,0,61,0.44
2194,2013,12,6,0,49,0,44,0,57,0.44
2195,2013,12,7,0,48,0,44,0,53,0.44
2196,2013,12,8,0,46,0,40,0,55,0.44
2197,2013,12,9,0,51,0,42,0,60,0.44
2198,2013,12,10,0,56,0,47,0,67,0.44
2199,2013,12,11,0,59,0,52,0,71,0.44
2200,2013,12,12,0,55,0,47,0,67,0.44
2201,2013,12,13,0,53,0,45,0,66,0.44
2202,2013,12,14,0,62,0,48,0,76,0.44
2203,2013,12,15,0,72,0,59,0,83,0.44
2204,2013,12,16,0,73,0,64,0,83,0.44
2205,2013,12,17,0,69,0,59,0,80,0.44
2206,2013,12,18,0,60,0,53,0,71,0.44
2207,2013,12,19,0,49,0,43,0,53,0.44
2208,2013,12,20,0,50,0,43,0,60,0.44
2209,2013,12,21,0,51,0,45,0,61,0.44
2210,2013,12,22,0,57,0,46,0,71,0.44
2211,2013,12,23,0,66,0,56,0,78,0.44
2212,2013,12,24,0,68,0,60,0,77,0.44
2213,2013,12,25,0,72,0,66,0,81,0.44
2214,2013,12,26,0,70,0,62,0,82,0.44
2215,2013,12,27,0,69,0,61,0,81,0.44
2216,2013,12,28,0,62,0,51,0,74,0.44
2217,2013,12,29,0,65,0,52,0,76,0.44
2218,2013,12,30,0,62,0,54,0,74,0.44
2219,2013,12,31,0,59,0,52,0,72,0.44
2220,2014,1,1,0,61,0,49,0,72,0.02
2221,2014,1,2,0,67,0,57,0,80,0.02
2222,2014,1,3,0,62,0,55,0,75,0.02
2223,2014,1,4,0,57,0,51,0,67,0.02
2224,2014,1,5,0,65,0,52,0,79,0.02
2225,2014,1,6,0,67,0,56,0,78,0.02
2226,2014,1,7,0,61,0,53,0,71,0.02
2227,2014,1,8,0,56,0,49,0,67,0.02
2228,2014,1,9,0,54,0,48,0,64,0.02
2229,2014,1,10,0,58,0,47,0,73,0.02
2230,2014,1,11,0,61,0,52,0,75,0.02
2231,2014,1,12,0,58,0,46,0,70,0.02
2232,2014,1,13,0,70,0,63,0,82,0.02
2233,2014,1,14,0,74,0,64,0,84,0.02
2234,2014,1,15,0,77,0,72,0,87,0.02
2235,2014,1,16,0,75,0,65,0,87,0.02
2236,2014,1,17,0,74,0,63,0,86,0.02
2237,2014,1,18,0,69,0,62,0,83,0.02
2238,2014,1,19,0,67,0,59,0,81,0.02
2239,2014,1,20,0,67,0,58,0,82,0.02
